Stop,Description,Latitude,Longitude,Street
1813,Comrie St Erindale Centre Platform 2,-35.4035645,149.099213,COMRIE ST
1814,Comrie St opp Erindale Centre Platform 1,-35.4036903,149.099335,COMRIE ST
1815,Barr Smith Av before Burgoyne Cr,-35.4290123,149.074585,BARR SMITH AV
1816,Barr Smith Av after Coombe St,-35.4288025,149.074738,BARR SMITH AV
1821,City West Platform 1,-35.2791443,149.12558,CITY WEST PLATFORMS
1826,Chippindall Cct after Weavers Cr,-35.4542809,149.115356,CHIPPINDALL CCT
1827,Chippindall Cct after Callister Cr,-35.4562378,149.11618,CHIPPINDALL CCT
1828,Chippindall Cct after Fairley Cr,-35.4550209,149.118668,CHIPPINDALL CCT
1830,Nicklin Cr after Stopford St SSO,-35.3976212,149.115814,NICKLIN CR
1831,Nicklin Cr after Hilton Cl SSO,-35.3975296,149.116058,NICKLIN CR
1832,Nicklin Cr after Richter Cl SSO,-35.3959465,149.119385,NICKLIN CR
1833,Nicklin Cr after Bugden Av SSO,-35.3962135,149.119308,NICKLIN CR
1834,Hicks St St Bedes PS SSO,-35.3390503,149.129745,HICKS ST
1835,O'Halloran Cct Namadgi School Grounds SSO,-35.3922615,149.06813,NAMADGI SCHOOL DRIVEWAY
1901,Burnie St before Launceston,-35.3461914,149.074615,BURNIE ST
1903,Callaway Cr after 2nd Myles Connell Cr,-35.4619064,149.08223,CALLAWAY CR
1904,Knoke Av after Mina Wylie Cr,-35.4639015,149.083176,KNOKE AV
1905,Langdon Av Wanniassa Shops,-35.3910522,149.086777,LANGDON AV
1906,Langdon Av opp Wanniassa Shops,-35.3910866,149.086945,LANGDON AV
2,Athllon Dr after Learmonth Dr,-35.4026108,149.064743,ATHLLON DR
2000,Egglestone after Maclaurin,-35.3530769,149.080521,EGGLESTON CR
2002,Launceston St after Worgan St,-35.3408012,149.084457,LAUNCESTON ST
2003,Theodore St before James St,-35.3356972,149.081253,THEODORE ST
2004,Theodore St before 2nd James St,-35.3334961,149.079742,THEODORE ST
2005,Carruthers St after Theodore St,-35.3305092,149.077728,CARRUTHERS ST
2006,Carruthers St after 2nd McCormack St,-35.3276634,149.075592,CARRUTHERS ST
2007,Carruthers St after Jennings St,-35.3245659,149.075577,CARRUTHERS ST
2008,Throssell St after Kennerley St,-35.3229866,149.074814,THROSSELL ST
2009,Throssell St after Jennings St,-35.3211594,149.074921,THROSSELL ST
2010,Throssell St after O'Shanassy St,-35.3193893,149.077042,THROSSELL ST
2011,Dunstan St after Throssell St,-35.3187485,149.080246,DUNSTAN ST
2012,McCulloch St after Morgan Cr,-35.3216095,149.081955,MCCULLOCH ST
2013,McCulloch St after 2nd Morgan Cr,-35.3231888,149.082581,MCCULLOCH ST
2014,Carruthers St opp Curtin Shops,-35.3246078,149.082779,CARRUTHERS ST
2015,Carruthers St after Allan St,-35.3255157,149.085022,CARRUTHERS ST
2016,Carruthers St before Groom St,-35.3269157,149.090012,CARRUTHERS ST
2017,Carruthers St after Yarra Glen,-35.3258247,149.085236,CARRUTHERS ST
2018,Carruthers St Curtin Shops,-35.3249931,149.083008,CARRUTHERS ST
2019,McCulloch St after Carruthers St,-35.323288,149.082397,MCCULLOCH ST
2020,McCulloch St after Reynolds St,-35.3209267,149.081589,MCCULLOCH ST
2021,Dunstan St after McCulloch St,-35.3188629,149.080231,DUNSTAN ST
2022,Throssell St after Dunstan St,-35.3194771,149.076981,THROSSELL ST
2023,Throssell St after 2nd Robertson St,-35.3215218,149.074951,THROSSELL ST
2024,Throssell St after Storey St,-35.32304,149.074951,THROSSELL ST
2025,Carruthers St after Throssell St,-35.3247108,149.075653,CARRUTHERS ST
2026,Carruthers St after Nelson Pl,-35.3277893,149.07579,CARRUTHERS ST
2027,Carruthers St before Curtin Primary School,-35.3302879,149.077682,CARRUTHERS ST
2028,Theodore St after roundabout,-35.3336868,149.07988,THEODORE ST
2029,Theodore St before Holman St South Entry,-35.335556,149.081253,THEODORE ST
2030,Marrawah St after Theodore St,-35.3385963,149.082031,MARRAWAH ST
2031,Launceston St after Irving St,-35.3406639,149.084717,LAUNCESTON ST
2032,Melrose Drive opp Phillip Pool,-35.3390846,149.082809,MELROSE DR
2033,Melrose Drive Phillip Pool,-35.3392143,149.083115,MELROSE DR
2034,Beasley St after Gouger St,-35.3722496,149.089798,BEASLEY ST
2035,Beasley St Torrens PS,-35.3718758,149.090668,BEASLEY ST
2036,Beasley St after Lambrigg St,-35.3719482,149.095474,BEASLEY ST
2037,Beasley St after Athllon Dr,-35.3718643,149.09549,BEASLEY ST
2038,Badimara St after Yambina St,-35.3585052,149.06012,BADIMARA ST
2039,Beasley St before Wilkins St,-35.3717194,149.098129,BEASLEY ST
2040,Wilkins St after Hoadley St,-35.3706055,149.099625,WILKINS ST
2041,Wilkins St after Beasley St,-35.3705025,149.099426,WILKINS ST
2042,Heard St after Wilkins St,-35.3681641,149.097687,HEARD ST
2043,Heard St before Wilkins St,-35.3680344,149.09758,HEARD ST
2044,Heard St opp Southlands Shops,-35.3655777,149.095428,HEARD ST
2045,Heard St Southlands Shops,-35.3654709,149.095322,HEARD ST
2046,Beasley St after Pethebridge St,-35.3657036,149.088669,BEASLEY ST
2047,Beasley St after Batchelor St,-35.3658371,149.088531,BEASLEY ST
2048,Beasley St Sacred Heart PS,-35.3666267,149.084946,BEASLEY ST
2049,Beasley St after Parkin St,-35.366539,149.085434,BEASLEY ST
2050,Macfarland Cr Pearce Shops,-35.3630409,149.081436,MACFARLAND CR
2051,Beasley St SSO,-35.368969,149.106598,BEASLEY ST
2052,Nemarang Cr after Larakia St,-35.3518562,149.063904,NEMARANG CR
2053,Hodgson Cr after Murphy Cr,-35.366272,149.08252,HODGSON CR
2054,Hodgson Cr after Brinsmead St,-35.3662567,149.082321,HODGSON CR
2055,Macfarland Cr 2nd after Threlfall St,-35.3582306,149.075668,MACFARLAND CR
2056,Macfarland Cr after Wilsmore Cr,-35.3581161,149.0755,MACFARLAND CR
2057,Macfarland Cr after Collings St,-35.3613052,149.077988,MACFARLAND CR
2058,Macfarland Cr after Parkhill St,-35.3615036,149.078049,MACFARLAND CR
2059,Macfarland Cr after Waldock St,-35.3556213,149.075241,MACFARLAND CR
2060,Macfarland Cr after 1st Threlfall St,-35.3557358,149.075333,MACFARLAND CR
2061,Eggleston Cr Chifley Shops,-35.3525314,149.075531,EGGLESTON CR
2062,Eggleston Cr opp Chifley Shops,-35.35215,149.075302,EGGLESTON CR
2063,Eggleston Cr after MacDonald St,-35.3495941,149.076141,EGGLESTON CR
2064,Eggleston Cr after Plunkett St,-35.3496742,149.076187,EGGLESTON CR
2065,Launceston St after 2nd Burnie St,-35.3466759,149.074127,LAUNCESTON ST
2066,Launceston St after Dennes Pl,-35.3467255,149.074036,LAUNCESTON ST
2067,Launceston St after Tarraleah Cr,-35.3434105,149.074524,LAUNCESTON ST
2068,Launceston St after Port Arthur St,-35.3428612,149.074677,LAUNCESTON ST
2069,Launceston St Lyons Shops,-35.3397064,149.076981,LAUNCESTON ST
2070,Launceston St Lyons PS,-35.3404083,149.076477,LAUNCESTON ST
2071,Launceston St after Glenorchy St,-35.3395424,149.079971,LAUNCESTON ST
2072,Launceston St after Burnie St,-35.3395996,149.079834,LAUNCESTON ST
2073,Beasley St after Hodgson Cr,-35.3686409,149.084702,BEASLEY ST
2074,Beasley St before Torrens Pl,-35.3730888,149.086624,BEASLEY ST
2075,Beasley St 2nd after Basedow St,-35.3708115,149.085236,BEASLEY ST
2076,Beasley St 2nd after Hodgson Cr,-35.3707428,149.085358,BEASLEY ST
2077,Beasley St after Hawker St,-35.3684845,149.084473,BEASLEY ST
2078,Hodgson Cr Pearce Shops,-35.3624992,149.082214,HODGSON CR
2079,Hodgson Cr opp Pearce Shops,-35.3630219,149.082047,HODGSON CR
2080,Hodgson Cr after Pethebrigde St,-35.3604774,149.084686,HODGSON CR
2081,Hodgson Cr after Shepherd St,-35.3604546,149.084473,HODGSON CR
2082,Hodgson Cr after Collings St,-35.3579178,149.086716,HODGSON CR
2083,Hodgson Cr after Marr St,-35.3579636,149.086884,HODGSON CR
2084,Melrose Dr 2nd after Botany St,-35.3549843,149.086502,MELROSE DR
2085,Melrose Dr after Hodgson Cr,-35.3552094,149.086243,MELROSE DR
2086,Melrose Dr after Botany St,-35.3527908,149.085724,MELROSE DR
2087,Melrose Dr 2nd after Hodgson Cr,-35.3528481,149.085434,MELROSE DR
2088,Botany St after Devine Ct,-35.3508759,149.086395,BOTANY ST
2089,Botany St after Townshend St,-35.3509674,149.0867,BOTANY ST
2090,Badimara St after Kalgoorlie Cr,-35.3586311,149.060181,BADIMARA ST
2091,Launceston St after Callam St,-35.3410797,149.088577,LAUNCESTON ST
2092,Launceston St after Yamba Dr,-35.340313,149.090332,LAUNCESTON ST
2093,Yamba Dr after Justinian St,-35.3405457,149.093521,YAMBA DR
2094,Yamba Dr after Kitchener St,-35.3424568,149.09639,YAMBA DR
2095,Yamba Dr opp Canberra Hospital,-35.3466988,149.099579,YAMBA DR
2096,Tyagarah St after Wallangara St,-35.3501167,149.106445,TYAGARAH ST
2097,Culgoa Cct after 2nd Jindalee Cr,-35.3522034,149.104385,CULGOA CCT
2098,Culgoa Cct after Tyagarah St,-35.3523407,149.104553,CULGOA CCT
2099,Culgoa Cct after Jindalee Cr,-35.3543777,149.104996,CULGOA CCT
2100,Culgoa Cct after Bulwarra Cl,-35.3543053,149.105103,CULGOA CCT
2101,Kareelah Vst after Mialli Pl,-35.3554611,149.107269,KAREELAH VSTA
2102,Kareelah Vst after Gerogery Pl,-35.355484,149.107132,KAREELAH VSTA
2103,Kareelah Vst after Pindari Cr,-35.3574295,149.107681,KAREELAH VSTA
2104,Kareelah Vst after Taronga Pl,-35.3577805,149.108383,KAREELAH VSTA
2105,Ngunawal Dr after Cobbadah St,-35.3594437,149.109039,NGUNAWAL DR
2106,Ngunawal Dr after Kareelah Vsta,-35.359623,149.109085,NGUNAWAL DR
2107,Bromby St 2nd after Julia Flynn Av,-35.3621292,149.106949,BROMBY ST
2108,Bromby St after Ngunawal Dr,-35.3620796,149.107132,BROMBY ST
2109,Bromby St after William Wilkins Cr,-35.3636017,149.107773,BROMBY ST
2110,Bromby St after Julia Flynn Av,-35.3636398,149.107651,BROMBY ST
2111,Julia Flynn Av after Adkinson Cl,-35.3642082,149.11055,JULIA FLYNN AV
2112,Mulley St St Judes Primary School,-35.3355331,149.051086,MULLEY ST
2113,Mulley St opp St. Judes PS,-35.3356171,149.051041,MULLEY ST
2114,Heysen St after Police CLG,-35.3310814,149.058609,HEYSEN ST
2115,Heysen St before Gruner St,-35.3312988,149.058792,HEYSEN ST
2116,Heysen St before Parkway overpass,-35.3333549,149.060898,HEYSEN ST
2117,Heysen St after Bunny St,-35.3333244,149.060684,HEYSEN ST
2118,Dixon Dr after Twynam St,-35.3295631,149.046432,DIXON DR
2119,Dixon Dr 3rd after Warragamba Av,-35.3294716,149.046265,DIXON DR
2120,Dixon Dr 2nd after Warragamba Av,-35.3296776,149.043854,DIXON DR
2121,Dixon Dr after Hyndes Cr,-35.3298149,149.043869,DIXON DR
2122,Dixon Dr 2nd after Hyndes Cr,-35.3300362,149.041992,DIXON DR
2123,Dixon Dr after Warragamba Av,-35.3299484,149.041885,DIXON DR
2124,Warragamba Av 2nd after Jindabyne St,-35.3301773,149.038162,WARRAGAMBA AV
2125,Warragamba Av after Dixon Dr,-35.3302803,149.038177,WARRAGAMBA AV
2126,Jindabyne St after Eppalock St,-35.3321075,149.032608,JINDABYNE ST
2127,Jindabyne St after Somerset St,-35.3319969,149.032501,JINDABYNE ST
2128,Burrinjuck Cr opp Duffy Primary School,-35.334198,149.032272,BURRINJUCK CR
2129,Burrinjuck Cr Duffy Primary School,-35.3348351,149.031891,BURRINJUCK CR
2130,Burrinjuck Cr before Serpentine St,-35.3334694,149.03479,BURRINJUCK CR
2131,Burrinjuck Cr between Blowering St,-35.3336029,149.034653,BURRINJUCK CR
2132,Burrinjuck Cr after Blowering St,-35.3330231,149.037216,BURRINJUCK CR
2133,Burrinjuck Cr Duffy Shops,-35.3368225,149.031754,BURRINJUCK CR
2134,Burrinjuck Cr opp Duffy Shops,-35.3370438,149.031586,BURRINJUCK CR
2135,Renmark St after Jemalong St,-35.3384399,149.030273,RENMARK ST
2136,Renmark St after Eungella St,-35.3384552,149.030457,RENMARK ST
2137,Eucumbene Dr after Hindmarsh Dr,-35.3410416,149.027527,EUCUMBENE DR
2138,Eucumbene Dr after Renmark St,-35.3411942,149.027542,EUCUMBENE DR
2139,Hindmarsh Dr opp Weston Creek Terminus,-35.3438187,149.027817,HINDMARSH DR
2140,Hindmarsh Dr 2nd after Eucumbene Dr,-35.3438301,149.030121,HINDMARSH DR
2141,Wyangala St after Hindmarsh Dr,-35.3425217,149.032166,WYANGALA ST
2142,Wyangala St after 2nd Burdekin St,-35.3413734,149.033081,WYANGALA ST
2143,Wyangala St after Tullaroop St,-35.340786,149.033722,WYANGALA ST
2144,Hindmarsh Dr after Dixon Dr,-35.3420525,149.04245,HINDMARSH DR
2145,Hindmarsh Dr after Carbeen St,-35.3421631,149.042572,HINDMARSH DR
2146,Hindmarsh Dr after Bangalay Cr,-35.342247,149.036819,HINDMARSH DR
2147,Hindmarsh Dr before Darwinia Tce,-35.343914,149.030304,HINDMARSH DR
2148,Darwinia Tce after Hindmarsh Dr,-35.3466072,149.028717,DARWINIA TCE
2149,Darwinia Tce after Kathner St,-35.346302,149.02861,DARWINIA TCE
2150,Darwinia Tce after Angophora St,-35.3499794,149.030106,DARWINIA TCE
2151,Darwinia Tce after Rafferty St,-35.350174,149.030197,DARWINIA TCE
2152,Darwinia Tce 2nd after Angophora St,-35.3514175,149.032166,DARWINIA TCE
2153,Darwinia Tce 2nd after Perry Dr,-35.3513947,149.031967,DARWINIA TCE
2154,Darwinia Tce after Casuarina St,-35.3523216,149.034149,DARWINIA TCE
2155,Darwinia Tce after Perry Dr,-35.3524437,149.034241,DARWINIA TCE
2156,Perry Dr after Darwinia Tce,-35.3547173,149.034561,PERRY DR
2157,Perry Dr after Sidaway St,-35.3546371,149.034454,PERRY DR
2158,Perry Dr after Rene St,-35.3568802,149.036438,PERRY DR
2159,Perry Dr after Lipman St,-35.3570099,149.036865,PERRY DR
2160,Perry Dr opp Chapman Shops,-35.3562279,149.040115,PERRY DR
2161,Perry Dr Chapman Shops,-35.3560753,149.04039,PERRY DR
2162,Perry Dr opp Chapman Primary School,-35.3568878,149.042435,PERRY DR
2163,Perry Dr Chapman Primary School,-35.3568268,149.042603,PERRY DR
2164,Perry Dr after Namatjira Dr,-35.3595085,149.04454,PERRY DR
2165,Perry Dr after Tauchert St,-35.3593102,149.044373,PERRY DR
2166,Kalgoorlie Cr 2nd after Badimara St,-35.3602066,149.053146,KALGOORLIE CR
2167,Kalgoorlie Cr after Eleanora St,-35.3602142,149.052933,KALGOORLIE CR
2168,Kalgoorlie Cr Fisher Shops,-35.361969,149.056641,KALGOORLIE CR
2169,Kalgoorlie Cr opp Fisher Shops,-35.3620529,149.056473,KALGOORLIE CR
2170,Kalgoorlie Cr after Kambalda Cr,-35.3628616,149.058945,KALGOORLIE CR
2171,Kalgoorlie Cr after Fisher Shops,-35.3627777,149.05867,KALGOORLIE CR
2172,Kalgoorlie Cr after Jarrahdale St,-35.3603516,149.060883,KALGOORLIE CR
2173,Kalgoorlie Cr after Pandanus St,-35.3600578,149.061203,KALGOORLIE CR
2174,Badimara St 3rd after 2nd Nemarang Cr SSO,-35.3588676,149.063736,BADIMARA ST
2175,Badimara St 2nd after 2nd Nemarang Cr SSO,-35.3589096,149.065735,BADIMARA ST
2176,Badimara St after 2nd Nemarang Cr SSO,-35.3574638,149.068146,BADIMARA ST
2177,Badimara St after South Entry Nemarang Cr,-35.3564339,149.068344,BADIMARA ST
2178,Badimara St between Nemarang Cr West Side,-35.3549881,149.068634,BADIMARA ST
2179,Badimara St between Nemarang Cr East Side,-35.3551636,149.068802,BADIMARA ST
2180,Badimara St 3rd after Nemarang Cr,-35.3528023,149.068604,BADIMARA ST
2181,Badimara St after North Entry Nemarang Cr,-35.3526573,149.06868,BADIMARA ST
2182,Badimara St after Hindmarsh Dr,-35.3499222,149.068161,BADIMARA ST
2183,Badimara St before Hindmarsh Dr,-35.3497772,149.067993,BADIMARA ST
2184,McInnes St after Hindmarsh Dr,-35.3459816,149.06279,MCINNES ST
2185,McInnes St after 2nd Buvelot St,-35.3459015,149.062988,MCINNES ST
2186,McInnes St after 1st Chevalier St,-35.3439407,149.061462,MCINNES ST
2187,McInnes St 2nd after Buvelot St,-35.3438568,149.061493,MCINNES ST
2188,McInnes St after 2nd Chevalier St,-35.3432426,149.059143,MCINNES ST
2189,McInnes St after Buvelot St,-35.3426323,149.05864,MCINNES ST
2190,McInnes St after Ironside St,-35.3409119,149.058411,MCINNES ST
2191,McInnes St after Conder St,-35.3409386,149.058197,MCINNES ST
2192,McInnes St after Mather St,-35.3385391,149.059433,MCINNES ST
2193,McInnes St after Hilder St,-35.3384132,149.059525,MCINNES ST
2194,Hilder St after McInnes St,-35.3368721,149.057922,HILDER ST
2195,Hilder St 2nd after Lycett St,-35.336792,149.057816,HILDER ST
2196,Hilder St after Lycett St,-35.33675,149.056137,HILDER ST
2197,Hilder St after Gritten St,-35.3368416,149.055649,HILDER ST
2198,Hilder St after Streeton Dr,-35.3355637,149.053864,HILDER ST
2199,Hilder St 2nd after Gritten St,-35.3355942,149.053757,HILDER ST
2200,Namatjira Dr after MacNally St,-35.3392715,149.05455,NAMATJIRA DR
2201,Namatjira Dr after Mather St,-35.3405762,149.056595,NAMATJIRA DR
2202,Namatjira Dr after Conder St,-35.3422737,149.057266,NAMATJIRA DR
2203,Parkinson St after 2nd Whitney Pl,-35.343277,149.055771,PARKINSON ST
2204,Parkinson St after Evergood Cl,-35.3434105,149.055771,PARKINSON ST
2205,Parkinson St after Whitney Pl,-35.3423653,149.052963,PARKINSON ST
2206,Parkinson St after Watling Pl,-35.3424568,149.052872,PARKINSON ST
2207,Blackwood Tce after Williamson St,-35.3366776,149.044678,BLACKWOOD TCE
2208,Blackwood Tce Holder Shops,-35.3365631,149.044601,BLACKWOOD TCE
2209,Blackwood Tce after Tyers St,-35.3360977,149.041153,BLACKWOOD TCE
2210,Blackwood Tce after Weingarth St,-35.3360558,149.040939,BLACKWOOD TCE
2211,Dixon Dr after Blackwood Tce,-35.3349304,149.037766,DIXON DR
2212,Heysen St Weston Police CLG after Streeton Dr,-35.3302422,149.055252,HEYSEN ST
2213,Heysen St Weston Police CLG before Streeton Dr,-35.3303337,149.055252,HEYSEN ST
2214,Melbourne Av SGG School,-35.3180428,149.115326,MELBOURNE AV
2215,Empire Cct SGGS SSO,-35.3160286,149.116241,EMPIRE CCT
2216,Melbourne Av North of National Cct,-35.3138313,149.11908,MELBOURNE AV
2217,Melbourne Av North of Somers Cr,-35.3121758,149.120544,MELBOURNE AV
2218,State Cir before Adelaide Av,-35.3111687,149.120621,STATE CIR
2219,Gawler Cr opp SGG School,-35.3171387,149.113159,GAWLER CR
2220,Gawler Cr SGG School,-35.3172226,149.113342,GAWLER CR
2221,Gawler Cr before Robe St,-35.3144188,149.110474,GAWLER CR
2222,Hopetoun Cct before Grey St,-35.313076,149.107666,HOPETOUN CCT
2223,Hopetoun Cct after Grose St,-35.3130608,149.107376,HOPETOUN CCT
2224,Hopetoun Cct after Hampton Cct,-35.3096428,149.106628,HOPETOUN CCT
2225,Hopetoun Cct after Weston St,-35.310257,149.106628,HOPETOUN CCT
2226,Hopetoun Cct before Loftus St,-35.3073654,149.106476,HOPETOUN CCT
2227,Hopetoun before Hampton Cct,-35.3074226,149.106567,HOPETOUN CCT
2228,Hopetoun Cct before roundabout,-35.3051758,149.106827,HOPETOUN CCT
2229,Schlich St after Musgrave St,-35.3045921,149.104675,SCHLICH ST
2230,Schlich St before roundabout,-35.3045959,149.106308,SCHLICH ST
2231,Schlich St after Maiden St,-35.3044281,149.103821,SCHLICH ST
2232,Eyre St after Howitt St,-35.3154411,149.143951,EYRE ST
2233,Wentworth Av after Giles St,-35.3142967,149.144501,WENTWORTH AV
2234,Wentworth Av after Dawes St,-35.3173561,149.146317,WENTWORTH AV
2235,Wentworth Av before Dawes St,-35.3170891,149.145538,WENTWORTH AV
2236,Cunningham St after Wentworth Av,-35.3176155,149.149582,CUNNINGHAM ST
2237,Cunningham St behind railway tracks,-35.3176346,149.14917,CUNNINGHAM ST
2238,Sandalwood St after Spinifex St,-35.3162003,149.151169,SANDALWOOD ST
2239,Cunningham St after The Causeway,-35.3177681,149.15097,CUNNINGHAM ST
2240,Nemarang Cr 2nd after Yiman St,-35.3519287,149.063965,NEMARANG CR
2241,Queen Victoria Tce East Block Govt Offices,-35.3041573,149.130814,QUEEN VICTORIA TCE
2242,Queen Victoria Tce Tennis Courts,-35.3040085,149.130875,QUEEN VICTORIA TCE
2245,Federation Mall Parliament House Northbound,-35.3055344,149.126068,FEDERATION MALL
2246,Federation Mall Parliament House Southbound,-35.3060303,149.127045,FEDERATION MALL
2247,Commonwealth Av opp Albert Hall,-35.2978935,149.126312,COMMONWEALTH AV
2248,Commonwealth Av Albert Hall,-35.2977753,149.125885,COMMONWEALTH AV
2249,Nemarang Cr after Galibal St,-35.3523216,149.066879,NEMARANG CR
2250,Egglestone Cr before Charteris Cr,-35.3531227,149.08078,EGGLESTON CR
2251,Nemarang Cr after Yiman St,-35.3525276,149.067154,NEMARANG CR
2252,Sydney Av before State Cir,-35.3112564,149.129135,SYDNEY AV
2253,Sydney Av after State Cir,-35.3110886,149.129776,SYDNEY AV
2254,National Cct after Sydney Av,-35.3118744,149.132446,NATIONAL CCT
2255,National Cct after Bourke St,-35.3121338,149.132401,NATIONAL CCT
2256,National Cct Press Club,-35.3108902,149.133148,NATIONAL CCT
2257,National Cct after Darling St,-35.3099251,149.133209,NATIONAL CCT
2258,National Cct before Kings Av,-35.306076,149.133148,NATIONAL CCT
2259,National Cct after Kings Av,-35.3055916,149.133041,NATIONAL CCT
2260,Anzac Parade after Fairbairn Av,-35.2835121,149.146713,ANZAC PDE
2261,Fairbairn Av after Jackson St,-35.2832031,149.154221,FAIRBAIRN AV
2262,Fairbairn Av before Northcott Dr,-35.2852898,149.162384,FAIRBAIRN AV
2263,Fairbairn Av after Northcott Dv,-35.2852516,149.161835,FAIRBAIRN AV
2264,Gilmore Cr opp Garran PS,-35.3439827,149.101425,GILMORE CR
2265,Gilmore Cr Garran PS,-35.3439789,149.101608,GILMORE CR
2266,Kitchener St after Birdwood St,-35.3382759,149.102478,KITCHENER ST
2267,Kitchener St after Gilmore Cr,-35.3381462,149.102234,KITCHENER ST
2268,Kitchener St after McNicoll St,-35.3359566,149.100677,KITCHENER ST
2269,Kitchener St after Goble St,-35.335186,149.100006,KITCHENER ST
2270,Kitchener St before Goble St,-35.3339958,149.098343,KITCHENER ST
2271,Kitchener St 2nd after McNicoll St,-35.3338776,149.09787,KITCHENER ST
2272,Kent St opp Hughes Shops,-35.3331299,149.095032,KENT ST
2273,Kent St after Carruthers St,-35.3296089,149.094574,KENT ST
2274,Kent St after Jensen St,-35.3293762,149.094528,KENT ST
2275,Kent St Telstra Exchange Building,-35.3253555,149.09639,KENT ST
2276,Kent St opp Telstra Exchange Building,-35.3249397,149.096527,KENT ST
2277,Kent St 2nd after Phipps Pl,-35.3223152,149.097733,KENT ST
2278,Kent St 3rd after Carruthers St,-35.3198433,149.098175,KENT ST
2279,Kent St South of Strickland Cr,-35.3193436,149.098312,KENT ST
2280,Strickland Cr after Macgregor St,-35.3184738,149.098846,STRICKLAND CR
2281,Strickland Cr after Kent St,-35.3184242,149.099014,STRICKLAND CR
2282,Macgregor St after Cairns St,-35.3171806,149.101425,MACGREGOR ST
2283,Macgregor St after Strickland Cr,-35.3169479,149.102005,MACGREGOR ST
2284,Macgregor St opp The Grange,-35.3163223,149.105652,MACGREGOR ST
2285,Macgregor St The Grange,-35.3162651,149.105209,MACGREGOR ST
2286,Macgregor St opp Deakin Shops,-35.3154602,149.108307,MACGREGOR ST
2287,Hopetoun Cct Deakin Shops,-35.3148766,149.108383,HOPETOUN CCT
2288,Gawler Cr after Fergusson Cr,-35.314785,149.111176,GAWLER CR
2289,Yambina Cr after Nemarang Cr,-35.3565521,149.059738,YAMBINA CR
2290,Mawson Dr after Wilkins St,-35.3633461,149.096527,MAWSON DR
2291,Kent St 2nd after Strickland Cr,-35.3221169,149.0979,KENT ST
2292,Yambima Cr after Wirangu Pl,-35.3565483,149.059631,YAMBINA CR
2293,Ainsworth St after Mawson PS,-35.3614464,149.098724,AINSWORTH ST
2294,Ainsworth St Mawson PS,-35.3599014,149.097839,AINSWORTH ST
2295,Ainsworth St opp Mawson PS,-35.3598824,149.097626,AINSWORTH ST
2296,Ainsworth St after Colbeck St,-35.3560944,149.097687,AINSWORTH ST
2297,Ainsworth St 2nd after Du Faur St,-35.3565445,149.097412,AINSWORTH ST
2298,Streeton Dr 2nd after Darwinia Tce,-35.3506851,149.042145,STREETON DR
2299,Streeton Dr North of Darwinia Tce,-35.3525047,149.041595,STREETON DR
2300,Ainsworth St after Alsop Cl,-35.3505783,149.093414,AINSWORTH ST
2301,Ainsworth St after Hindmarsh Dr,-35.3498421,149.093796,AINSWORTH ST
2302,Gilmore Cr after Eldridge Cr,-35.3457565,149.104965,GILMORE CR
2303,Gilmore Cr 2nd after Hartigan St,-35.3458633,149.104935,GILMORE CR
2304,Strickland Cr Calvary John James Hospital,-35.3184662,149.095627,STRICKLAND CR
2305,Strickland Cr opp Calvary John James Hosp.,-35.3183632,149.095337,STRICKLAND CR
2306,Novar St after Kintore Cr,-35.3119545,149.098206,NOVAR ST
2307,Novar St before Weston St,-35.3101158,149.098206,NOVAR ST
2308,Novar St Yarralumla Shops,-35.3079262,149.09819,NOVAR ST
2311,Williamson St after Sheaffe St SSO,-35.3396912,149.046997,WILLIAMSON ST
2312,Williamson St after Orr St SSO,-35.3394775,149.047104,WILLIAMSON ST
2313,Melbourne Av opp SGG School,-35.3184776,149.11557,MELBOURNE AV
2314,Dalrymple St Turnaround,-35.3429108,149.138153,WILLIAMSON ST
2315,Empire Cct after Wilmot Cr SSO,-35.3168259,149.117523,EMPIRE CCT
2316,Empire Cct after Melbourne Av SSO,-35.3168869,149.117798,EMPIRE CCT
2317,Empire Cct after Davey Cr SSO,-35.3181839,149.121597,EMPIRE CCT
2318,Empire Cct after Tennyson Cr SSO,-35.3182068,149.121399,EMPIRE CCT
2319,Arthur Cir after Empire Cct SSO,-35.3200684,149.121735,ARTHUR CIR
2320,Arthur Cir after Dampier Cr SSO,-35.3197289,149.121658,ARTHUR CIR
2321,Arthur Cir after Moresby St SSO,-35.3220711,149.122742,ARTHUR CIR
2322,Arthur Cir after Monaro Cr,-35.3223839,149.127075,ARTHUR CIR
2323,Arthur Cir after Dampier Cr SSO,-35.3218269,149.122574,ARTHUR CIR
2324,Arthur Cir after Furneaux St,-35.3224754,149.127045,ARTHUR CIR
2325,Furneaux St after Arthur Cir,-35.3204613,149.129623,FURNEAUX ST
2326,Furneaux St after Murray St,-35.3205643,149.129608,FURNEAUX ST
2327,Franklin St Manuka Shops,-35.3199806,149.133514,FRANKLIN ST
2328,Canberra Av Kingston Hotel,-35.3200378,149.138351,CANBERRA AV
2329,Giles St Kingston Hotel,-35.3194427,149.137543,GILES ST
2330,Giles St after Leichhardt St,-35.3172035,149.138962,GILES ST
2331,Eyre St after Ovens St,-35.3182678,149.14035,EYRE ST
2332,Dalrymple St after Hindmarsh Dr,-35.3429527,149.138489,DALRYMPLE ST
2333,Dalrymple St after Goyder St,-35.3431015,149.138641,DALRYMPLE ST
