Stop,Description,Latitude,Longitude,Street
3044,Matina St Narrabundah Terminus,-35.3314209,149.158905,NARRABUNDAH TERMINUS DRIVEWAY
3047,Marcus Clarke St after Farrell St,-35.2813339,149.124023,MARCUS CLARKE ST
3051,Ainslie Av after Ballumbir St,-35.2787209,149.136536,AINSLIE AV
3052,Ballumbir St Canberra Centre City,-35.2794189,149.135025,CANBERRA CENTRE DRIVEWAY
3053,Ainslie Av after Currong St,-35.2781029,149.138123,AINSLIE AV
3054,Ainslie Av after Doonkuna St,-35.2785492,149.13826,AINSLIE AV
3055,Ainslie Av after Elimatta St,-35.2770576,149.140778,AINSLIE AV
3056,Ainslie Av after Gooreen St,-35.2775764,149.140762,AINSLIE AV
3060,General Bridges Rd after Gallipoli Rd,-35.2951546,149.16658,GENERAL BRIDGES DR
3061,General Bridges Rd after Robert Campbell Rd,-35.2951088,149.16684,GENERAL BRIDGES DR
3062,Robert Campbell Rd after Wilton Rd,-35.296524,149.16864,ROBERT CAMPBELL RD
3063,Robert Campbell Rd before Wilton Rd,-35.2959938,149.169113,ROBERT CAMPBELL RD
3064,Robert Campbell Rd before Parnell Rd,-35.2978096,149.167099,ROBERT CAMPBELL RD
3065,Parnell St before Robert Campbell Rd,-35.299057,149.165863,PARNELL RD
3066,Parnell St before Plant Rd,-35.2997818,149.165024,PARNELL RD
3067,Parnell St after Plant Rd,-35.3002167,149.164444,PARNELL RD
3068,Morrison Cct before Bruche Rd,-35.302002,149.163528,MORRISON CCT
3069,Morrison Cct after Bruche Rd,-35.3014183,149.162598,MORRISON CCT
3070,Russell Dr after Kelliher Dr,-35.3008995,149.151062,RUSSELL DR
3071,Russell Dr before Morshead Dr,-35.3014069,149.151474,RUSSELL DR
3072,Russell Dr before Kings Av Carpark,-35.2987099,149.150833,RUSSELL DR
3073,Russell Dr after Vivian Bullwinkel St,-35.29879,149.151123,RUSSELL DR
3074,Blamey Cr before Watt St,-35.2917786,149.14949,BLAMEY CR
3075,Blamey Cr before Vasey Cr,-35.291832,149.149887,BLAMEY CR
3076,Blamey Cr before Chauvel St,-35.2906342,149.152771,BLAMEY CR
3077,Blamey Cr after Chauvel St,-35.2903099,149.152985,BLAMEY CR
3078,Chauvel St before Campbell Primary School,-35.290638,149.155029,CHAUVEL ST
3079,Chauvel St opp Campbell Primary School,-35.2909355,149.15538,CHAUVEL ST
3080,Vasey Cr before White Cr,-35.2893677,149.158081,VASEY CR
3081,Vasey Cr before Chauvel St,-35.2894363,149.158173,VASEY CR
3082,White St after Vasey Cr,-35.2869835,149.157944,WHITE CR
3083,Vasey Cr after White St,-35.2878265,149.158554,VASEY CR
3084,White St St. Thomas More's PS,-35.2869873,149.155457,WHITE CR
3085,White St before 2nd Glossop Cr,-35.2864532,149.156601,WHITE CR
3086,White St before Blamey Cr,-35.2885361,149.153702,WHITE CR
3087,White St after Waller Cr,-35.287384,149.15506,WHITE CR
3088,Blamey Cr after Savige St,-35.2869492,149.152252,BLAMEY CR
3089,White St before Waller Cr,-35.288475,149.15358,WHITE CR
3090,Blamey Cr before Creswell St,-35.2856331,149.148315,BLAMEY CR
3091,Blamey Cr before Edmondson St,-35.286232,149.151245,BLAMEY CR
3092,Currong St after Anzac Park West,-35.284317,149.143799,CURRONG ST S
3093,Blamey Cr after Creswell St,-35.285511,149.148117,BLAMEY CR
3094,Euree St before Elimatta St,-35.2820511,149.142395,EUREE ST
3095,Currong St before Anzac Park West,-35.2843285,149.143967,CURRONG ST S
3096,Gooreen St after Coranderrk St,-35.2786293,149.142563,GOOREEN ST
3097,Euree St after Elimatta St,-35.2820129,149.142563,EUREE ST
3098,Boldrewood St after Barry Dr,-35.2719421,149.119446,BOLDREWOOD ST
3099,Gooreen St after Allambee St,-35.2783852,149.142548,GOOREEN ST
3100,Boldrewood St after Froggatt St,-35.2709694,149.117844,BOLDREWOOD ST
3101,Boldrewood St before Barry Dr,-35.2723656,149.120285,BOLDREWOOD ST
3102,Boldrewood St after Ridley St,-35.2699432,149.116104,BOLDREWOOD ST
3103,Boldrewood St before Froggatt St,-35.27071,149.117584,BOLDREWOOD ST
3104,Boldrewood St 2nd after Ridley St,-35.2689552,149.114853,BOLDREWOOD ST
3105,Boldrewood St after David St,-35.2694969,149.115555,BOLDREWOOD ST
3106,Miller St after Hobbs St,-35.266758,149.113998,MILLER ST
3107,Miller St after Syme Cr,-35.2670555,149.114075,MILLER ST
3108,Miller St after Faunce St,-35.2646942,149.114334,MILLER ST
3109,Miller St after Tate St,-35.2641563,149.114532,MILLER ST
3110,Miller St after Cockle St,-35.2609291,149.114944,MILLER ST
3111,Miller St after Macarthur Av,-35.2607193,149.115097,MILLER ST
3112,Miller St after Quandong St,-35.2573051,149.115524,MILLER ST
3113,Miller St after Boronia Cr,-35.2569771,149.115692,MILLER ST
3114,Miller St after Nardoo Cr,-35.253418,149.116119,MILLER ST
3115,Miller St after Scrivener St,-35.2537231,149.116074,MILLER ST
3116,Miller St after Merrit Pl,-35.2510567,149.118195,MILLER ST
3117,Miller St after Swainsona St,-35.2506866,149.118942,MILLER ST
3118,Miller St after Wattle St,-35.2496414,149.120453,MILLER ST
3119,Mackennal St after Earle St,-35.2489624,149.121735,MACKENNAL ST
3120,Mackennal St before Earle St,-35.2478218,149.122513,MACKENNAL ST
3121,Mackennal St 2nd after Archibald St,-35.2470894,149.122757,MACKENNAL ST
3122,Mackennal St before Archibald St,-35.2457619,149.122864,MACKENNAL ST
3123,Mackennal St after Archibald St,-35.2454262,149.123047,MACKENNAL ST
3124,Archibald St after Mackennal St,-35.2450867,149.125015,ARCHIBALD ST
3125,Archibald St after Aston St,-35.2451553,149.124634,ARCHIBALD ST
3126,Archibald St before Mouat St,-35.2453041,149.126495,ARCHIBALD ST
3127,Archibald St before Aston St,-35.2453346,149.126053,ARCHIBALD ST
3128,Cossington Smith Cr Nth Lyneham Shops,-35.2411613,149.124283,COSSINGTON SMITH CR
3129,Cossington Smith Cr after Fairweather Cct,-35.2399178,149.12178,COSSINGTON SMITH CR
3130,Cossington Smith Cr after Piguenit Cl,-35.2368507,149.123993,COSSINGTON SMITH CR
3132,Cowper St Dickson Shops,-35.2504807,149.140594,COWPER ST
3133,Mort St after Cooyong St,-35.2742195,149.131256,MORT ST
3134,Mort St before Cooyong St,-35.2748833,149.131256,MORT ST
3135,Mort St before Girrahween St,-35.2719612,149.131622,MORT ST
3137,Torrens St after Girrahween St,-35.2699585,149.134598,TORRENS ST
3138,Mort St after Girrahween St,-35.2707977,149.131912,MORT ST
3139,Torrens St before Ipima St,-35.2679787,149.134918,TORRENS ST
3140,Torrens St after Henty St,-35.2698822,149.134735,TORRENS ST
3141,Ipima St after Torrens St,-35.266346,149.136063,IPIMA ST
3142,Torrens St after Ipima St,-35.2675743,149.135086,TORRENS ST
3143,Cowper St All Saints Church,-35.2653847,149.138504,COWPER ST
3144,Cowper St opp All Saints Church,-35.2651672,149.139267,COWPER ST
3145,Cowper St after Bonney St,-35.2643738,149.140884,COWPER ST
3146,Cowper St after Cox St,-35.2636299,149.141571,COWPER ST
3147,Cowper St 2nd after Bonney St,-35.2620125,149.141815,COWPER ST
3148,Cowper St after Suttor St,-35.2614746,149.141983,COWPER ST
3149,Cowper St after Wakefield Av,-35.259594,149.141479,COWPER ST
3150,Cowper St before Suttor St,-35.2598228,149.141815,COWPER ST
3155,Condamine St before Bent St,-35.2660866,149.125458,CONDAMINE ST
3156,Condamine St before Hartley St,-35.2662773,149.124863,CONDAMINE ST
3159,Cowper St after 2nd Bonney St,-35.2578163,149.140121,COWPER ST
3161,Cowper St after Hope St,-35.2544022,149.138947,COWPER ST
3162,Cowper St 2nd after Davenport St,-35.2541733,149.139084,COWPER ST
3163,Cowper St opp Daramalan College,-35.2526169,149.139496,COWPER ST
3164,Cowper St Swimming Pool,-35.2502289,149.140839,COWPER ST
3165,Windeyer St after Phillip Av,-35.2413254,149.150787,WINDEYER ST
3166,Windeyer St opp Watson Shops,-35.2392921,149.153778,WINDEYER ST
3167,Windeyer St Watson Shops,-35.2391624,149.153595,WINDEYER ST
3168,Knox St after 2nd Higinbotham St,-35.2399063,149.155945,KNOX ST
3169,Knox St after Irvine St,-35.2395134,149.155716,KNOX ST
3170,Knox St after Higinbotham St,-35.2425842,149.158691,KNOX ST
3171,Knox St after 2nd Irvine St,-35.2422981,149.158508,KNOX ST
3172,Antill St after Fison St,-35.2429085,149.161224,ANTILL ST
3173,Antill St after Knox St,-35.2427673,149.161224,ANTILL ST
3174,Antill St before Fison St,-35.2411957,149.163361,ANTILL ST
3175,Antill St 2nd after Knox St,-35.2410278,149.163376,ANTILL ST
3176,Antill St before Antill Service Rd,-35.2397537,149.165314,ANTILL ST
3177,Antill St Old Watson Terminus,-35.2396355,149.165268,OLD WATSON TERMINUS SERVICE RD
3178,Antill St opp Prime Studios,-35.2320786,149.166656,ANTILL ST
3179,Antill St after Prime Studios,-35.2320671,149.166565,ANTILL ST
3183,Condamine St after Macleat St,-35.265976,149.129181,CONDAMINE ST
3184,Brigalow St Lyneham PS SSO,-35.2512665,149.125214,LYNEHAM PRIMARY DRIVEWAY
3185,Hovea St after Macarthur Av,-35.2590675,149.123703,HOVEA ST
3186,Hovea St before Macarthur Av,-35.2582588,149.123917,HOVEA ST
3187,Scrivener St after Hovea St,-35.2558975,149.121964,SCRIVENER ST
3188,Scrivener St before Hovea St,-35.2561302,149.122635,SCRIVENER ST
3189,Brigalow St after Scrivener St,-35.2542839,149.121414,BRIGALOW ST
3190,Brigalow St before Scrivener St,-35.2548828,149.121094,BRIGALOW ST
3191,Wattle St after Hall St,-35.2544289,149.126389,WATTLE ST
3192,Wattle St after Scrivener St,-35.2547531,149.126526,WATTLE ST
3193,Goodwin St after Wattle St,-35.2554321,149.129135,GOODWIN ST
3194,Goodwin St after Murdoch St,-35.2555962,149.129135,GOODWIN ST
3195,Antill St after Phillip Av,-35.2464142,149.15593,ANTILL ST
3196,Antill St after Antill Service Rd,-35.2464256,149.156311,ANTILL ST
3197,Madigan St after Antill St,-35.2446442,149.160065,MADIGAN ST
3198,Madigan St before Antill St,-35.2446899,149.159897,MADIGAN ST
3199,Madigan St after Haddon St,-35.247097,149.162964,MADIGAN ST
3200,Madigan St Hackett Shops,-35.2480469,149.163193,MADIGAN ST
3201,Madigan St after Rivett St,-35.2497787,149.164078,MADIGAN ST
3202,Madigan St before Maitland St,-35.2498741,149.163879,MADIGAN ST
3203,Madigan St after Greyson St,-35.2520218,149.162277,MADIGAN ST
3204,Madigan St after Holtze Cl,-35.2517395,149.162552,MADIGAN ST
3205,Phillip Av after Madigan St,-35.2526665,149.159119,PHILLIP AV
3206,Phillip Av 2nd after Stott St,-35.2528343,149.159637,PHILLIP AV
3207,Phillip Av 2nd after Madigan St,-35.2514229,149.156876,PHILLIP AV
3208,Phillip Av after Stott St,-35.251152,149.156738,PHILLIP AV
3209,Officer Cr after Salomons Pl,-35.251667,149.154602,OFFICER CR
3210,Officer Cr 2nd after Hannan Cr,-35.2514114,149.154297,OFFICER CR
3211,Officer Cr after Agnew St,-35.2536201,149.154739,OFFICER CR
3212,Officer Cr after 2nd Hannan Cr,-35.2537384,149.154449,OFFICER CR
3213,Officer Cr before Gillen St,-35.2550621,149.152878,OFFICER CR
3214,Officer Cr after Hannan Cr,-35.2548981,149.152878,OFFICER CR
3215,Officer Cr after Hawdon St,-35.2568321,149.149887,OFFICER CR
3216,Officer Cr after Beeby St,-35.2568207,149.149628,OFFICER CR
3217,Officer Cr after 2nd Rutherford St,-35.2587929,149.147873,OFFICER CR
3218,Officer Cr after Tyson St,-35.2584877,149.147842,OFFICER CR
3219,Officer Cr after 2nd Hoddle Gdns,-35.2613525,149.147446,EBDEN ST
3220,Officer Cr after Wakefield Av,-35.2615662,149.147278,EBDEN ST
3221,O'Connell St opp Ainslie Shops,-35.2624893,149.145905,OCONNELL ST
3222,O'Connell St Ainslie Shops,-35.26231,149.145752,OCONNELL ST
3223,Cox St after 2nd O'Connell St,-35.2635918,149.143951,COX ST
3224,Campbell St before Cox St,-35.2637711,149.143524,CAMPBELL ST
3225,Campbell St after Foveaux St,-35.2657166,149.143341,CAMPBELL ST
3226,Campbell St after Chaffey Cr,-35.2655106,149.14325,CAMPBELL ST
3227,Campbell St after 2nd Baker Gdns,-35.2684784,149.144409,CAMPBELL ST
3228,Campbell St after Leslie St,-35.2687569,149.144455,CAMPBELL ST
3229,Campbell St before Chisholm St,-35.2711449,149.145966,CAMPBELL ST
3230,Chisholm St after Paterson St,-35.2717552,149.145538,CHISHOLM ST
3231,Chisholm St after Howe Cr,-35.272644,149.143539,CHISHOLM ST
3232,Chisholm St after Lister Cr,-35.27248,149.143692,CHISHOLM ST
3233,Gooreen St after Donaldson St,-35.274395,149.140228,GOOREEN ST
3234,Gooreen St after Chapman St,-35.2746506,149.140259,GOOREEN ST
3235,Gooreen St after Batman St,-35.2762756,149.141327,GOOREEN ST
3236,Gooreen St after Ainslie St,-35.276207,149.141159,GOOREEN ST
3237,Melba St after Blacket St,-35.2473106,149.142349,MELBA ST
3238,Melba St after Bonython St,-35.2477112,149.142426,MELBA ST
3239,Melba St after Legge St,-35.245491,149.142639,MELBA ST
3240,Melba St 2nd after Bradfield St,-35.2449188,149.142883,MELBA ST
3241,Melba St after Atherton St,-35.2437096,149.142944,MELBA ST
3242,Melba St after Bradfield St,-35.2437859,149.143066,MELBA ST
3243,Bradfield St after Melba St,-35.2434387,149.145493,BRADFIELD ST
3244,Bradfield St after Frencham St,-35.2434349,149.144501,BRADFIELD ST
3245,Bradfield St after Atherton St,-35.2425079,149.147919,BRADFIELD ST
3246,Bradfield St after Burn St,-35.2423668,149.148285,BRADFIELD ST
3247,Knox St Watson Shops,-35.2383995,149.1539,KNOX ST
3248,Knox St 2nd after Dickinson St,-35.2379799,149.153641,KNOX ST
3249,Knox St after A'Beckett St,-35.2371864,149.152313,KNOX ST
3250,Knox St after Piddington St,-35.2347069,149.151703,KNOX ST
3251,Knox St after 2nd A'Beckett St,-35.2349548,149.151581,KNOX ST
3252,Knox St opp old Watson Terminus,-35.2325211,149.153198,KNOX ST
3253,Knox St old Watson Terminus,-35.2323494,149.153229,KNOX ST
3258,King Edward Tce National Library,-35.2979584,149.129272,KING EDWARD TCE
3259,King Edward Tce Treasury Building,-35.2980385,149.128983,KING EDWARD TCE
3260,Parkes Pl John Gorton Building,-35.3011856,149.133881,PARKES PL
3261,Parkes Pl National Rose Gdns,-35.3011818,149.133728,PARKES PL
3262,National Cct Pavillion after Fitzroy St,-35.3140564,149.130371,NATIONAL CCT
3263,National Cct opp Fitzroy St,-35.3138046,149.130569,NATIONAL CCT
3264,Canberra Av after Dominion Cct,-35.3161049,149.131485,CANBERRA AV
3265,Canberra Av after Empire Cct,-35.3163223,149.131104,CANBERRA AV
3266,Monaro Cr 2nd after Vancouver St,-35.3245964,149.126785,MONARO CR
3267,Monaro Cr after Stokes St,-35.3250275,149.126907,MONARO CR
3268,Monaro Cr after Vancouver St,-35.3260803,149.127014,MONARO CR
3269,Monaro Cr after Hayes Cr,-35.3274689,149.127457,MONARO CR
3270,Monaro Cr after Golden Gr,-35.3296585,149.128189,MONARO CR
3271,Monaro Cr after Flinders Wy,-35.3291245,149.128067,MONARO CR
3272,Golden Gr before Monaro Cr,-35.3315773,149.128815,GOLDEN GR
3273,Golden Gr opp SBG School,-35.3318825,149.12854,GOLDEN GR
3274,Golden Gr after Friendship St,-35.3349037,149.125687,GOLDEN GR
3275,Golden Gr after Hicks St,-35.3342934,149.126236,GOLDEN GR
3276,Golden Gr 2nd after La Perouse St,-35.3366623,149.125748,GOLDEN GR
3277,Golden Gr after Quiros St,-35.3366699,149.125854,GOLDEN GR
3278,Golden Gr after La Perouse St,-35.3387566,149.126465,GOLDEN GR
3279,Golden Gr 2nd after Quiros St,-35.3382912,149.126312,GOLDEN GR
3280,La Perouse St after Cygnet Cr,-35.3406334,149.129517,LA PEROUSE ST
3281,La Perouse St after Golden Gr,-35.3397903,149.127014,LA PEROUSE ST
3282,La Perouse St after Fortitude St,-35.3406219,149.132217,LA PEROUSE ST
3283,La Perouse St before Nuyts St,-35.340313,149.128723,LA PEROUSE ST
3284,La Perouse St after Carnegie Cr,-35.3381195,149.135788,LA PEROUSE ST
3285,La Perouse St after Nuyts St,-35.3406448,149.131012,LA PEROUSE ST
3286,Carnegie Cr after Finniss Cr,-35.3370171,149.136597,CARNEGIE CR
3287,La Perouse St after Astrolabe St,-35.339817,149.134018,LA PEROUSE ST
3288,Carnegie Cr after Scott St,-35.3368988,149.140656,CARNEGIE CR
3289,La Perouse St 2nd after Astrolabe St,-35.338253,149.135666,LA PEROUSE ST
3290,Caley Cr after 2nd Green St,-35.3375282,149.143661,CALEY CR
3291,Carnegie Cr after La Perouse St,-35.3369484,149.136734,CARNEGIE CR
3292,Caley Cr after Goyder St,-35.3394623,149.14534,CALEY CR
3293,Carnegie Cr after Brockman St,-35.336689,149.140823,CARNEGIE CR
3294,Captain Cook Cr after Lockyer St,-35.325779,149.135254,CAPTAIN COOK CR
3295,Caley Cr after Pullen St,-35.3376503,149.14389,CALEY CR
3296,Bremer St after Captain Cook Cr,-35.3290024,149.134689,BREMER ST
3297,Caley Cr after Green St,-35.3394737,149.145477,CALEY CR
3298,La Perouse St after Bremer St,-35.330307,149.132996,LA PEROUSE ST
3299,Captain Cook Cr after Bremer St,-35.3268776,149.135208,CAPTAIN COOK CR
330,Bancroft St Emmaus Christian School SSO,-35.2533684,149.142426,BANCROFT ST
3300,La Perouse St 2nd after Bremer St,-35.3315468,149.133926,LA PEROUSE ST
3301,Bremer St after La Perouse St,-35.3289757,149.13443,BREMER ST
3302,Caley Cr after La Perouse St,-35.3333092,149.135666,CALEY CR
3303,La Perouse St 2nd after Hartog St,-35.330101,149.132736,LA PEROUSE ST
3304,Caley Cr after Wild St,-35.3334961,149.138245,CALEY CR
3305,La Perouse St after Hartog St,-35.3317719,149.133942,LA PEROUSE ST
3306,Caley Cr after Allen St,-35.3349953,149.140869,CALEY CR
3307,Caley Cr 2nd after Hamelin Cr,-35.3333588,149.135834,CALEY CR
3308,Carnegie Cr after Walker St,-35.3345566,149.143524,CARNEGIE CR
3309,Caley Cr after Hamelin Cr,-35.3337936,149.13855,CALEY CR
3310,Captain Cook Cr after McIntyre St,-35.3343964,149.14563,CAPTAIN COOK CR
3311,Caley Cr after Mosman Pl,-35.3349342,149.140488,CALEY CR
3312,Tallara Parkway opp St Bendicts Primary School,-35.3343239,149.148758,TALLARA PWY
3313,Carnegie Cr after Captain Cook Cr,-35.3346863,149.143585,CARNEGIE CR
3314,Tallara Parkway after Lumeah St,-35.335144,149.151443,TALLARA PWY
3315,Tallara Parkway after Warramoo Cr,-35.3354645,149.152298,TALLARA PWY
3316,Warramoo Cr after Nyeena Pl,-35.335022,149.155762,WARRAMOO CR
3317,Warramoo Cr after Arinya St,-35.3350639,149.155899,WARRAMOO CR
3318,Canberra Railway Station Kingston,-35.3195229,149.148636,BURKE CR
3320,Railway Station Kingston,-35.3200684,149.149048,ROAD
3321,Wentworth Av opposite Railway Station,-35.3192253,149.14679,WENTWORTH AV
3322,Collie St after Wollongong St,-35.3268166,149.179733,COLLIE ST
3323,Albany St before Townsville St,-35.3270721,149.181763,ALBANY ST
3324,Clunies Ross St Botanic Gdns,-35.2786865,149.109314,BOTANIC GDNS DRIVEWAY
3325,Black Mountain Dr Telstra Tower,-35.2747421,149.097198,BLACK MOUNTAIN DR
3326,Lady Denman Dr ATSIS,-35.28862,149.083008,AITSIS DRIVEWAY
3327,Lady Denman Dr National Zoo & Aquarium,-35.2993736,149.069565,Zoo Parking
3328,Treloar Cr War Memorial (Termination point only),-35.2797432,149.150177,TRELOAR CR
3339,Creswell St Northside Infants SSO,-35.2852135,149.147446,CRESWELL ST
3340,Narrabundah Lane Therapeutic Goods Administration,-35.3522339,149.149689,NARRABUNDAH LANE
3342,Beltana Rd after Pialligo Av SSO,-35.3036995,149.179947,BELTANA RD
3343,Beltana Rd before Pialligo Av SSO,-35.3037605,149.17952,BELTANA RD
3345,Aspinall St Watson Terminus,-35.2300339,149.162094,ASPINALL ST
3346,Wattle St after Dyson St,-35.2504883,149.122757,WATTLE ST
3347,Brigalow St opp Lyneham Shops,-35.2514114,149.124466,BRIGALOW ST
3350,Morshead Dr / Plant Rd,-35.3034439,149.162582,MORSHEAD DR
3351,Milne Bay Rd after General Bridges Rd,-35.2943764,149.162155,MILNE BAY RD
3352,Tobruk Rd Campbell,-35.2937851,149.164322,TOBRUK RD
3355,Goodwin St opp Lyneham HS,-35.2511406,149.131348,GOODWIN ST
3356,London Cct Legislative Assembly Bld,-35.2813759,149.131485,LONDON CCT
3360,Wentworth Av Railway Station,-35.3192024,149.147369,WENTWORTH AV
3362,Majura Av North Ainslie PS,-35.2539864,149.147446,MAJURA AV
3363,Majura Av after Sherbrooke St,-35.2554245,149.144165,MAJURA AV
3364,Majura Av after Stephen St,-35.2567635,149.141098,MAJURA AV
3365,Majura Av after Cowper St,-35.2581673,149.13797,MAJURA AV
3366,Majura Av after Cowper St,-35.2596436,149.136627,MAJURA AV
3367,Majura Av after Wakefield Av,-35.2595024,149.136459,MAJURA AV
3368,Majura Av after 2nd Wakefield Av,-35.2579994,149.138077,MAJURA AV
3369,Cowper St before Majura Av,-35.2568207,149.139679,COWPER ST
3370,Majura Av after Cowper St,-35.2566338,149.141205,MAJURA AV
3371,Majura St after Archer St,-35.2552757,149.144318,MAJURA AV
3372,Majura Av opp North Ainslie PS,-35.2538261,149.147614,MAJURA AV
3373,Majura Av after Hawdon St,-35.2530899,149.149292,MAJURA AV
3374,Majura Av after 2nd Dutton St,-35.2513161,149.153366,MAJURA AV
3377,Wattle St after Correa St,-35.2496986,149.121429,WATTLE ST
3378,Brigalow St before Wattle St,-35.2521744,149.123322,BRIGALOW ST
3379,Brigalow St before Waratah St,-35.2521706,149.123474,BRIGALOW ST
3380,Wattle St opp Lyneham Shops,-35.2526817,149.124573,WATTLE ST
3381,Boronia Dr St Josephs PS SSO,-35.2585793,149.12587,BORONIA DR
3382,Ellenborough St before Cossington Smith St,-35.2375183,149.12529,ELLENBOROUGH ST
3383,Ellenborough St opp Cossington Smith St,-35.2376595,149.125519,ELLENBOROUGH ST
3384,Opposite Watson Terminus Aspinall St,-35.2300682,149.16217,ASPINALL ST
3385,Fawkner St after Farrer St,-35.2731819,149.135529,FAWKNER ST
3386,Fawkner St after Elouera St,-35.2726212,149.135559,FAWKNER ST
3387,Fawkner St after Girrahween St,-35.2714691,149.135818,FAWKNER ST
3388,Fawkner St 2nd after Elouera St,-35.2715187,149.135696,FAWKNER ST
3389,Doonkuna St after Donaldson St,-35.2758026,149.137344,DOONKUNA ST
3390,Doonkuna St after Bateman St,-35.2757874,149.137207,DOONKUNA ST
3391,Knox St after Dickinson St,-35.2370224,149.15239,KNOX ST
3392,Blamey Cr Campbell Shops,-35.2890511,149.153366,BLAMEY CR
3397,Plant Rd after Bruche Rd SSO,-35.3023148,149.165787,PLANT RD
3398,Wattle St Lyneham Shops,-35.2529182,149.125015,WATTLE ST
3399,Menindee Dr ACT Hospice,-35.3035812,149.151566,MENINDEE DR
3401,City Bus Stn Plt 1,-35.2791328,149.130585,EAST ROW
3402,City Bus Stn Plt 2,-35.2791328,149.130585,EAST ROW
3403,Braybrooke St after Masterman St,-35.2447014,149.099701,BRAYBROOKE ST
3404,City Bus Stn Plt 3,-35.2790489,149.130478,EAST ROW
3405,City Bus Stn Plt 4,-35.278511,149.129959,ALINGA ST
3406,City Bus Stn Plt 5,-35.278511,149.129944,ALINGA ST
3407,Braybrooke St after Baytte St,-35.2443008,149.099792,BRAYBROOKE ST
3408,Thynne St after Paget St,-35.2434998,149.098297,THYNNE ST
3409,City Bus Stn Plt 7,-35.2784195,149.130051,ALINGA ST
3410,City Bus Stn Plt 8,-35.2780304,149.130615,MORT ST
3411,Thynne St after Watkins St,-35.2433014,149.098297,THYNNE ST
3412,Thynne St after Slowey Pl,-35.2399292,149.097244,THYNNE ST
3413,City Bus Stn Plt 9,-35.2780304,149.130737,MORT ST
3414,Thynne St after Lampard Cct,-35.2396011,149.096786,THYNNE ST
3415,King Edward Tce before  Bowen Dr,-35.3016014,149.135376,KING EDWARD TCE
3416,King Edward Tce after Bowen Dr,-35.3011971,149.134384,KING EDWARD TCE
3417,Alderman St Miles Franklin PS SSO,-35.2135658,149.06665,ALDERMAN ST
3424,Milne Bay Rd 2nd after General Bridges Rd,-35.2926521,149.163208,MILNE BAY RD
3425,Milne Bay Rd 2nd after Tobruk Rd,-35.2940674,149.162445,MILNE BAY RD
3426,Milne Bay Rd after Tobruk Rd,-35.2933846,149.162857,MILNE BAY RD
3427,Aspinall St after Stirling Av,-35.23106,149.155411,ASPINALL ST
3428,Aspinall St 2nd after Negus Cr,-35.2311172,149.155273,ASPINALL ST
3429,Aspinall St 2nd after Stirling Av,-35.2305603,149.157562,ASPINALL ST
3430,Aspinall St after Negus Cr,-35.2305717,149.157745,ASPINALL ST
3431,McCaughey St after Barry Dr,-35.2728119,149.12236,MCCAUGHEY ST
3434,Ginninderra Dr after Archdall St,-35.1995773,149.018661,GINNINDERRA DR
3435,Jerrabomberra Av City Premier Inn,-35.3401337,149.151855,JERRABOMBERRA AV
3436,Jerrabomberra Av opp City Premier Inn,-35.3402405,149.151688,JERRABOMBERRA AV
3437,Archall St after Cashion Ct,-35.2020454,149.015656,ARCHDALL ST
3438,Archdall St after Pommeroy St,-35.2022896,149.015915,ARCHDALL ST
3439,Vowels Cr before Purdie St TAFE,-35.2500801,149.095917,VOWELS CR
3440,Vowles Cr after Purdie St  Bruce CIT,-35.2500534,149.095718,VOWELS CR
3441,College St CISAC,-35.2429123,149.074509,COLLEGE ST
3442,College St opp CISAC,-35.2430801,149.075043,COLLEGE ST
3443,Lance Hill Av after Santry Pl,-35.1968002,149.02179,LANCE HILL AV
3444,Lance Hill Av before Fairlight St,-35.1952133,149.020264,LANCE HILL AV
3459,Watkin St after Thynne St,-35.2449608,149.09549,WATKIN ST
3460,Watkin St after Battye St,-35.2454453,149.095276,WATKIN ST
3462,Akuna St before Bunda St,-35.2812538,149.133606,AKUNA ST
3463,Akuna St after Ballumbir St,-35.2807274,149.135284,AKUNA ST
3467,Molonglo Dr Brindabella Business Park,-35.3150444,149.190308,MOLONGLO DR
3469,Brindabella Cct,-35.3131676,149.190277,BRINDABELLA CCT
3471,Brindabella Cct Brindabella Business Pk,-35.3109627,149.188354,BRINDABELLA CCT
3472,London Cct after Knowles Pl,-35.2812462,149.125763,LONDON CCT
3473,Fairbairn Av after War Memorial Service Rd,-35.2826118,149.15004,FAIRBAIRN AV
3474,Fairbairn Av after Creswell St,-35.2827072,149.148727,FAIRBAIRN AV
3475,Aspinall St 2nd after Negus Cr,-35.2292175,149.164795,ASPINALL ST
3476,Aspinall St after Antill St,-35.2290916,149.165466,ASPINALL ST
3477,Northcott Dr before Tobruk Rd,-35.2905235,149.164383,NORTHCOTT DR
3478,Northcott Dr after Constitution Av,-35.2911148,149.163437,NORTHCOTT DR
3479,Majura PS SSO,-35.2391815,149.155289,KNOX ST
3480,Turner PS SSO,-35.2652435,149.126373,TURNER PRIMARY DRIVEWAY
3481,Swinden St before Bull St SSO,-35.2442245,149.135635,SWINDEN ST
3482,Swinden St before Bush St SSO,-35.2446671,149.139725,SWINDEN ST
3483,Swinden St before Rennie St SSO,-35.2447586,149.139526,SWINDEN ST
3484,Swinden St after Blacket St SSO,-35.2442932,149.135391,SWINDEN ST
3485,Campbell Primary Driveway,-35.2905121,149.156082,Campbell Primary Driveway
3486,Liversidge St after Garran Rd,-35.2821884,149.120972,LIVERSIDGE ST
